YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2024,IL,Georgia,Health Report,Prevention,Alcohol Use,Percentage affected,%,Crude,11.89,6.73,*,,44.76,69.93,1511,3967,18-25,Graduate,Male,High,Other,"(35.7112, -112.5925)",6,1,9,4,50,Income,Group C,1,1
2021,2013,NY,Georgia,Health Report,Risk Factors,Diabetes,Percentage affected,%,Age-adjusted,15.48,57.22,†,,16.75,73.95,1166,5709,36-50,High School,Female,Medium,Hispanic,"(32.9031, -120.9581)",2,2,6,9,37,Income,Group C,1,2
2016,2022,FL,New York,Health Report,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,45.9,82.73,*,Suppressed,42.54,78.73,888,6960,36-50,High School,Male,Medium,Black,"(44.3726, -68.4667)",2,8,1,1,46,Sex,Group C,4,3
2020,2020,NY,Florida,Census,Prevention,Smoking,Awareness level,Rate per 100k,Crude,47.45,77.78,†,,10.07,52.85,3804,8040,18-25,Graduate,Female,Low,Other,"(46.6744, -102.2349)",1,9,5,5,159,Sex,Group A,1,4
2017,2017,IL,Washington,Census,Prevention,Alcohol Use,Incidence rate,%,Crude,96.47,36.64,,Suppressed,11.49,84.73,2729,2276,26-35,Some College,Female,Low,Asian,"(40.6009, -68.8166)",5,5,2,2,162,Sex,Group A,2,4
2024,2011,WA,Florida,Health Report,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,30.66,57.54,,Estimate,11.89,82.64,2221,6283,36-50,Graduate,Male,High,Asian,"(45.4922, -117.3706)",7,2,7,9,129,Race,Group B,1,2
2022,2023,GA,New York,Survey,Health Status,Obesity,Awareness level,%,Age-adjusted,96,86.5,†,,24.19,70.43,113,429,26-35,Some College,Male,High,Other,"(35.2730, -102.0701)",3,5,8,9,38,Race,Group C,4,4
2010,2020,NY,California,Census,Health Status,Smoking,Incidence rate,%,Crude,64.42,9.45,,Estimate,23.32,54.45,4404,6704,18-25,Graduate,Female,High,Asian,"(27.4683, -123.0497)",5,9,9,4,24,Race,Group B,1,3
2016,2018,NC,Georgia,Census,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,86.72,41.17,*,,34.45,54.87,4305,3051,50+,Some College,Female,High,Other,"(30.8959, -120.5448)",2,2,1,2,17,Race,Group B,2,4
2023,2010,NY,Illinois,Census,Health Status,Diabetes,Percentage affected,%,Age-adjusted,99.81,15.38,*,Estimate,8.57,61.37,356,3782,36-50,Some College,Male,Low,Hispanic,"(32.3265, -81.7816)",8,1,3,2,36,Sex,Group B,3,1
2013,2010,NC,Washington,Health Report,Risk Factors,Obesity,Percentage affected,%,Age-adjusted,55.55,55.61,*,Suppressed,4.75,73.5,3771,9973,18-25,Some College,Female,Low,White,"(38.8756, -98.2315)",2,1,2,4,120,Income,Group C,2,1
2014,2022,TX,Georgia,Health Report,Health Status,Alcohol Use,Awareness level,%,Age-adjusted,41.91,95,,,5.64,85,337,194,26-35,High School,Male,Medium,White,"(25.7977, -88.5787)",2,4,3,1,74,Income,Group C,2,1
2016,2018,NC,California,Survey,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,87.95,34.74,†,Suppressed,18.9,68.7,1043,4892,50+,Graduate,Male,High,White,"(47.2187, -112.1220)",5,2,2,8,159,Race,Group A,1,3
2019,2020,NY,Washington,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,2.95,70.05,*,Suppressed,18.29,93.68,3369,1245,26-35,Graduate,Female,Medium,Other,"(27.6729, -112.4307)",6,2,1,3,154,Race,Group B,4,2
2024,2011,FL,North Carolina,Health Report,Health Status,Smoking,Percentage affected,Rate per 100k,Crude,1.94,43.09,†,Suppressed,15.13,94.74,4823,1543,36-50,Graduate,Female,Medium,Other,"(39.1896, -67.2350)",2,4,8,5,17,Age,Group C,1,3
2023,2019,CA,California,Health Report,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,65.14,83.17,,Estimate,1.79,88.42,1224,3196,18-25,High School,Female,Low,Black,"(43.0853, -86.2266)",2,1,6,9,137,Race,Group B,3,3
2022,2016,IL,Georgia,Survey,Prevention,Obesity,Incidence rate,Rate per 100k,Age-adjusted,81.19,60.78,,Estimate,49.49,92.94,1515,1007,26-35,Some College,Male,Low,Asian,"(26.4886, -85.5602)",2,4,8,2,175,Sex,Group A,4,4
2016,2019,IL,Illinois,Census,Prevention,Obesity,Awareness level,%,Crude,23.13,66.35,*,Estimate,37.4,61.56,2426,1233,26-35,Some College,Male,High,White,"(32.1331, -86.3058)",3,1,3,4,153,Sex,Group B,3,3
2019,2011,NC,Florida,Census,Prevention,Obesity,Incidence rate,%,Crude,58.72,93.44,†,Estimate,9.62,96.79,3189,7877,36-50,Some College,Male,Medium,Other,"(28.9240, -97.0133)",9,8,4,6,194,Race,Group B,1,2
2021,2023,GA,Florida,Survey,Health Status,Smoking,Percentage affected,%,Crude,50.35,96.24,*,Estimate,21.07,60.49,1032,3713,36-50,High School,Female,Medium,Black,"(27.3558, -98.6369)",6,4,1,8,29,Age,Group C,3,4
2014,2015,NY,Washington,Survey,Health Status,Alcohol Use,Percentage affected,%,Age-adjusted,77.12,98.97,,Estimate,22.37,54.35,878,2129,50+,Graduate,Male,Low,Asian,"(41.1146, -89.7302)",7,8,1,3,99,Income,Group A,3,3
2021,2010,NC,California,Survey,Prevention,Obesity,Percentage affected,%,Crude,8.76,66.04,*,,15.35,57.39,4116,4238,18-25,Graduate,Male,High,Other,"(46.6245, -112.9425)",9,9,6,6,134,Sex,Group B,2,2
2016,2018,NC,California,Census,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,50.28,24.35,,,1.13,87.37,1474,7867,36-50,Some College,Male,Medium,Hispanic,"(46.6082, -97.5189)",7,4,4,1,187,Sex,Group B,3,4
2019,2012,GA,Texas,Health Report,Risk Factors,Alcohol Use,Percentage affected,%,Crude,8.23,87.42,*,,19.7,83.68,2206,9745,50+,Some College,Female,Low,White,"(38.9605, -89.5735)",5,4,6,1,31,Race,Group C,4,1
2019,2011,TX,California,Health Report,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,48.44,52.73,,Estimate,37.14,93.06,4551,2177,36-50,Graduate,Male,High,Black,"(26.3201, -67.5305)",7,1,8,1,133,Age,Group C,2,2
2016,2019,NC,Illinois,Health Report,Prevention,Obesity,Percentage affected,Rate per 100k,Crude,93.2,97.99,†,Suppressed,34.04,90.66,2095,4451,26-35,High School,Female,Low,Black,"(46.2537, -72.2587)",8,3,5,3,116,Age,Group C,4,3
2016,2023,CA,Illinois,Health Report,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Crude,19.34,91.73,†,,37.64,99.83,1637,292,18-25,Graduate,Female,Medium,Asian,"(29.0084, -90.8468)",2,7,7,8,10,Age,Group C,2,2
2024,2020,NC,New York,Survey,Risk Factors,Smoking,Awareness level,%,Age-adjusted,29.97,90.66,†,,9.28,73.28,4921,5072,50+,High School,Female,Medium,White,"(36.1184, -78.9480)",7,6,1,8,169,Age,Group C,2,3
2023,2022,GA,New York,Health Report,Health Status,Smoking,Awareness level,%,Crude,43.25,23.36,†,Estimate,31.61,82.7,3585,8791,26-35,High School,Male,Medium,Asian,"(47.8529, -119.4634)",4,6,7,9,187,Sex,Group C,3,4
2014,2016,FL,Florida,Health Report,Prevention,Diabetes,Incidence rate,%,Crude,37.11,53.46,,Estimate,40.24,94.27,1948,3120,18-25,Graduate,Female,Low,Asian,"(40.3232, -80.2912)",8,1,4,7,125,Sex,Group C,3,3
2014,2017,TX,Illinois,Health Report,Health Status,Diabetes,Percentage affected,%,Crude,90.01,88.75,*,,18.21,82.36,2065,3488,26-35,Some College,Male,Low,Black,"(41.0286, -88.7072)",9,4,1,3,30,Sex,Group A,3,3
2013,2013,NY,Texas,Health Report,Health Status,Diabetes,Awareness level,Rate per 100k,Crude,75.39,51.2,,Suppressed,40.32,59.68,3990,6362,18-25,Some College,Female,Medium,Asian,"(33.9621, -94.7421)",8,1,9,2,146,Age,Group A,2,1
2012,2024,CA,Washington,Survey,Risk Factors,Diabetes,Incidence rate,%,Age-adjusted,88,69.69,*,,16.92,52.08,4309,3014,36-50,Some College,Female,Medium,Hispanic,"(45.8590, -115.6977)",4,4,7,2,195,Race,Group B,4,4
2020,2023,IL,Texas,Census,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,54.27,69.46,†,Suppressed,49.23,59.33,624,276,36-50,High School,Male,High,Hispanic,"(46.3574, -86.5972)",2,1,7,9,139,Race,Group C,4,3
2022,2021,TX,Washington,Census,Prevention,Smoking,Incidence rate,Rate per 100k,Age-adjusted,15.73,10.78,,,16.45,62.65,1979,5158,50+,Some College,Female,High,Other,"(46.1025, -80.3118)",6,5,4,8,83,Income,Group C,3,4
2018,2011,NC,Florida,Census,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Crude,4.84,21.02,*,,3.67,99.26,2970,1177,26-35,Graduate,Female,Low,Asian,"(47.9347, -104.4607)",3,5,3,5,177,Sex,Group B,3,1
2013,2016,FL,California,Census,Health Status,Diabetes,Awareness level,Rate per 100k,Crude,8.73,45.23,*,Suppressed,29.21,79.36,4037,8247,50+,Some College,Female,High,White,"(47.6597, -76.4591)",1,1,5,9,190,Sex,Group A,1,3
2011,2020,FL,Texas,Survey,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Crude,33.48,57.66,,Suppressed,43.89,62.11,892,4196,18-25,High School,Female,High,Hispanic,"(25.8637, -99.2448)",9,3,2,3,38,Sex,Group C,3,3
2019,2016,CA,Washington,Census,Prevention,Smoking,Awareness level,Rate per 100k,Crude,19.97,75.6,†,Estimate,38.9,71.5,802,3171,36-50,Some College,Male,High,Hispanic,"(38.0265, -112.1153)",6,1,1,5,98,Age,Group B,3,1
2018,2017,NC,California,Census,Prevention,Obesity,Awareness level,%,Age-adjusted,12.74,61.42,,Estimate,39.97,69.61,1338,7357,26-35,High School,Male,Low,Asian,"(28.8559, -67.3900)",7,2,1,7,55,Income,Group C,1,4
2016,2019,CA,New York,Census,Risk Factors,Smoking,Percentage affected,%,Crude,33.07,55.02,*,,31.15,54.14,3803,7071,26-35,Graduate,Female,High,White,"(39.0183, -86.7931)",4,2,8,1,147,Income,Group C,1,1
2023,2018,WA,Texas,Survey,Risk Factors,Diabetes,Awareness level,Rate per 100k,Age-adjusted,64.95,64.87,†,Estimate,11.27,66.68,4024,1795,26-35,Graduate,Male,Medium,Hispanic,"(44.6772, -112.2561)",6,9,4,2,139,Age,Group B,4,4
2013,2019,IL,New York,Census,Risk Factors,Obesity,Awareness level,Rate per 100k,Crude,33.77,93.31,†,Estimate,12.58,97.4,2643,8058,26-35,High School,Female,Medium,Black,"(37.5483, -96.0530)",5,2,1,2,154,Race,Group C,2,4
2011,2011,NC,North Carolina,Health Report,Health Status,Obesity,Incidence rate,Rate per 100k,Crude,71.3,72.55,,,30.28,73.61,1996,2878,36-50,High School,Female,Medium,Asian,"(44.2017, -72.1079)",1,3,5,4,89,Income,Group B,1,2
2024,2014,NY,Georgia,Survey,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,69.07,46.4,†,Estimate,16.42,65.2,1557,5881,18-25,Graduate,Female,Low,Hispanic,"(44.6190, -82.9269)",9,8,7,4,109,Age,Group C,1,3
2013,2024,NY,Texas,Census,Health Status,Diabetes,Percentage affected,Rate per 100k,Crude,18.09,3.17,*,,21.27,81.6,1896,9412,18-25,Some College,Male,High,Black,"(45.2166, -117.9922)",8,9,4,3,126,Sex,Group C,2,1
2010,2014,WA,Washington,Survey,Prevention,Diabetes,Percentage affected,%,Crude,32.75,75,,Estimate,3.71,77.23,1907,9595,26-35,Graduate,Male,Low,Other,"(32.7804, -85.5633)",1,8,9,7,53,Income,Group C,1,2
2016,2010,WA,Georgia,Health Report,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Crude,24.54,49.07,,Estimate,38.35,90.11,74,8372,36-50,Graduate,Female,Low,White,"(44.5212, -112.6198)",3,7,2,6,39,Age,Group C,3,2
2024,2011,GA,Florida,Health Report,Health Status,Alcohol Use,Awareness level,%,Crude,97.24,2.33,†,Estimate,44.7,82.93,3152,9731,18-25,Graduate,Male,High,Asian,"(41.8824, -75.0774)",1,8,4,8,3,Race,Group A,2,1
2012,2023,NC,California,Census,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,98.03,66.91,*,Estimate,49.98,84.82,2720,8662,50+,Graduate,Female,Low,Hispanic,"(46.3121, -70.1310)",4,9,1,9,150,Sex,Group A,1,4
2021,2020,IL,New York,Census,Health Status,Smoking,Awareness level,%,Age-adjusted,31.51,86.18,*,Suppressed,33.75,75.72,1810,5275,26-35,High School,Female,Low,Black,"(31.0165, -77.4899)",7,1,7,4,146,Income,Group C,2,4
2021,2013,NC,Florida,Survey,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,30.65,98.02,*,Estimate,17.57,72.32,1213,7818,26-35,Graduate,Male,High,Black,"(45.1919, -87.5406)",9,3,8,4,10,Income,Group C,4,2
2017,2023,FL,North Carolina,Census,Prevention,Obesity,Incidence rate,%,Crude,95.67,50.67,†,Suppressed,41.48,59.7,2189,7610,36-50,Graduate,Female,High,Hispanic,"(35.7477, -75.7587)",3,6,7,7,156,Income,Group A,4,3
2024,2023,TX,Florida,Survey,Health Status,Diabetes,Awareness level,Rate per 100k,Age-adjusted,80.5,88.33,,Estimate,42.29,79.38,983,5990,26-35,High School,Female,High,Hispanic,"(46.6273, -91.6303)",6,5,3,7,55,Race,Group B,2,1
2023,2012,NY,Illinois,Survey,Risk Factors,Diabetes,Incidence rate,%,Crude,37.6,48.38,†,Suppressed,45.76,66.35,2632,7427,18-25,High School,Male,Low,Hispanic,"(33.3165, -77.9010)",9,3,4,7,87,Income,Group B,1,2
2010,2011,CA,Illinois,Health Report,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Crude,10.2,1.48,,,14.25,61,3207,8295,50+,Some College,Male,Low,White,"(29.1738, -104.3403)",3,8,3,4,67,Race,Group B,1,3
2016,2022,CA,California,Census,Prevention,Diabetes,Awareness level,Rate per 100k,Age-adjusted,85.87,90.44,,Estimate,18.72,86.29,2184,4994,18-25,Some College,Female,Medium,Asian,"(34.2487, -80.2154)",3,9,2,9,109,Race,Group A,3,1
2013,2020,GA,Texas,Census,Risk Factors,Alcohol Use,Incidence rate,%,Crude,15.55,56.48,*,Suppressed,46.83,90.18,404,4228,50+,Some College,Female,Medium,Other,"(38.9096, -74.7533)",3,3,4,8,99,Income,Group C,2,4
2013,2019,GA,Washington,Health Report,Risk Factors,Obesity,Awareness level,%,Crude,70.34,45.79,†,,36.99,73.5,1689,4003,36-50,Graduate,Male,Medium,Hispanic,"(35.6607, -72.4429)",9,3,8,7,100,Income,Group A,3,2
2017,2015,FL,New York,Survey,Risk Factors,Smoking,Percentage affected,Rate per 100k,Crude,69.34,12.55,*,,37.44,86.12,4427,8239,36-50,High School,Female,Low,White,"(32.4536, -78.9908)",4,1,9,7,188,Income,Group B,1,1
2018,2014,NC,Florida,Survey,Prevention,Alcohol Use,Percentage affected,%,Crude,3.43,76.62,†,Estimate,36.75,52.97,2597,7644,26-35,High School,Male,High,Asian,"(44.5336, -83.6284)",6,6,9,2,103,Race,Group A,4,2
2020,2021,NY,Washington,Survey,Prevention,Diabetes,Awareness level,%,Crude,42.34,99.47,†,,48.58,62.49,4939,5449,36-50,Graduate,Male,Medium,Hispanic,"(48.2838, -75.6445)",2,7,9,9,106,Age,Group A,1,2
2011,2012,WA,California,Census,Health Status,Diabetes,Percentage affected,Rate per 100k,Crude,72.72,55.67,*,Estimate,9.02,88.17,4933,3506,18-25,Some College,Male,Low,Black,"(31.1853, -89.4840)",6,5,5,9,142,Sex,Group B,2,3
2012,2017,GA,Georgia,Survey,Health Status,Diabetes,Incidence rate,%,Age-adjusted,41.92,56.56,,Estimate,19.83,72.1,629,8044,50+,High School,Female,Medium,Black,"(26.1754, -109.8166)",1,6,4,1,130,Race,Group C,4,1
2014,2013,WA,California,Health Report,Health Status,Diabetes,Awareness level,Rate per 100k,Age-adjusted,15.33,47.71,,Suppressed,39.05,55.58,2170,379,36-50,Graduate,Female,Low,White,"(36.2046, -70.7268)",3,1,3,9,194,Race,Group B,2,3
2020,2017,FL,Florida,Health Report,Prevention,Obesity,Awareness level,Rate per 100k,Crude,85.99,87.36,†,Estimate,14.25,89.53,4823,2352,36-50,High School,Male,Low,Other,"(33.3834, -116.8887)",6,4,5,8,53,Race,Group A,4,1
2013,2010,FL,Washington,Health Report,Risk Factors,Diabetes,Incidence rate,Rate per 100k,Crude,50.87,7.68,†,Suppressed,28.62,58.64,2443,1454,26-35,High School,Male,Medium,Asian,"(41.6042, -122.3754)",6,7,4,8,34,Age,Group C,3,4
2019,2018,FL,Washington,Health Report,Risk Factors,Smoking,Awareness level,Rate per 100k,Crude,10.62,69.81,,,45.92,77.79,247,2295,50+,Graduate,Male,Low,Asian,"(26.7273, -122.5957)",8,3,1,1,60,Sex,Group A,2,1
2015,2012,IL,New York,Survey,Prevention,Diabetes,Percentage affected,%,Age-adjusted,37.62,56.97,*,Suppressed,8.24,92.11,3962,6991,36-50,Graduate,Male,Medium,Asian,"(29.8781, -86.0575)",3,7,8,6,93,Income,Group C,3,4
2010,2018,TX,Texas,Survey,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Crude,19.09,27.03,,Estimate,31.48,91.44,3778,5440,18-25,Graduate,Male,Medium,Black,"(48.0047, -114.0809)",2,4,5,5,142,Income,Group C,1,4
2011,2013,NY,North Carolina,Health Report,Prevention,Diabetes,Incidence rate,Rate per 100k,Crude,77.79,35.61,,Estimate,26.79,91.47,3575,5192,26-35,Graduate,Female,High,Black,"(33.1375, -96.9217)",7,7,2,9,143,Age,Group A,4,2
2011,2022,WA,California,Health Report,Prevention,Smoking,Incidence rate,%,Age-adjusted,1.18,68.68,†,Suppressed,17.72,87.1,732,8894,26-35,High School,Male,Low,White,"(37.0274, -85.1548)",3,8,2,4,57,Income,Group B,2,2
2013,2012,CA,Texas,Census,Prevention,Obesity,Percentage affected,%,Crude,93.74,80.62,†,,20.26,75.67,2643,5995,36-50,Graduate,Male,High,White,"(28.3510, -96.5405)",6,6,1,5,116,Income,Group C,1,2
2018,2021,TX,Florida,Health Report,Health Status,Alcohol Use,Incidence rate,%,Crude,33.97,80.82,*,,32.68,78.21,4248,8528,50+,Graduate,Female,Medium,Hispanic,"(33.6626, -120.7945)",3,2,6,5,57,Income,Group A,1,4
2014,2024,FL,North Carolina,Survey,Risk Factors,Diabetes,Incidence rate,%,Age-adjusted,76.94,90.95,*,Estimate,42.25,80.08,4949,3792,50+,Some College,Male,Medium,Black,"(28.5375, -102.3971)",4,6,2,3,165,Race,Group B,2,4
2012,2018,NC,Florida,Survey,Health Status,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,33.72,46.27,*,Suppressed,17.66,80.97,772,1145,18-25,Some College,Male,Medium,Asian,"(34.2831, -116.4629)",7,7,8,8,196,Age,Group C,2,4
2012,2011,FL,Florida,Census,Health Status,Diabetes,Percentage affected,%,Crude,32.39,30.79,*,Suppressed,7.99,64.13,2130,4714,26-35,High School,Male,Low,Black,"(39.8883, -112.8341)",7,5,2,2,43,Race,Group C,2,3
2018,2022,GA,Georgia,Health Report,Health Status,Smoking,Percentage affected,%,Age-adjusted,39.8,49.09,†,Suppressed,37.31,62.46,1046,6972,50+,High School,Female,High,Black,"(45.2565, -115.9297)",8,6,6,4,3,Race,Group A,1,3
2010,2015,CA,Illinois,Health Report,Risk Factors,Obesity,Percentage affected,%,Crude,63.53,51.55,†,Estimate,9.53,54.87,4785,9720,50+,Graduate,Male,Low,White,"(41.4662, -75.9522)",6,1,6,4,58,Sex,Group C,2,2
2013,2013,GA,Georgia,Survey,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,76.14,94.54,†,,3.95,78.26,2813,329,26-35,Some College,Male,Medium,Other,"(43.4567, -96.5631)",4,2,4,8,127,Income,Group C,3,4
2014,2021,GA,Georgia,Survey,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,97.24,70.38,*,Suppressed,30.48,86.15,446,8719,36-50,High School,Male,High,Hispanic,"(29.4855, -122.0855)",4,6,3,6,105,Age,Group C,4,3
2020,2022,GA,Texas,Survey,Health Status,Diabetes,Percentage affected,%,Crude,29.75,9.22,*,Estimate,30.75,85.08,4310,180,50+,Some College,Male,Low,Asian,"(41.8723, -80.0831)",5,6,4,8,36,Age,Group C,4,1
2010,2019,NY,Texas,Health Report,Prevention,Diabetes,Incidence rate,Rate per 100k,Crude,16.28,53.9,*,Estimate,41.82,72.91,4781,7053,36-50,Graduate,Female,Low,Hispanic,"(40.2047, -69.7487)",5,3,5,7,112,Income,Group C,1,2
2011,2022,GA,North Carolina,Survey,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Crude,35.63,81.71,†,,29.33,52.92,524,1745,36-50,Some College,Male,High,White,"(37.1690, -85.2895)",9,9,9,5,140,Age,Group A,4,2
2017,2015,IL,Florida,Census,Risk Factors,Obesity,Incidence rate,Rate per 100k,Age-adjusted,32.46,31.21,†,Estimate,34.93,76.6,195,8573,18-25,High School,Female,High,Hispanic,"(37.0736, -91.0744)",6,4,6,4,166,Sex,Group B,4,4
2014,2022,FL,Florida,Survey,Risk Factors,Diabetes,Incidence rate,Rate per 100k,Crude,76.09,74.05,†,Suppressed,30.25,66.82,2026,9907,50+,Some College,Male,Medium,Hispanic,"(38.8750, -113.4274)",6,3,4,7,197,Age,Group B,1,1
2019,2023,CA,Georgia,Census,Risk Factors,Diabetes,Awareness level,Rate per 100k,Crude,7.34,71.27,†,Estimate,38.74,51.36,3721,6146,18-25,High School,Female,High,Hispanic,"(28.4834, -87.2876)",5,7,4,7,85,Sex,Group C,2,4
2022,2024,NY,North Carolina,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,45.96,6.29,†,Estimate,48.55,82.6,3954,4218,18-25,High School,Male,High,Asian,"(38.0540, -116.9694)",7,8,8,1,142,Race,Group B,2,2
2015,2019,WA,Florida,Health Report,Prevention,Smoking,Incidence rate,%,Age-adjusted,12.24,27.05,†,,22.54,65.69,4394,4843,18-25,Some College,Male,Medium,White,"(36.5315, -85.2944)",3,7,8,1,4,Income,Group B,1,2
2010,2019,IL,Washington,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,32.55,26.66,,,14.33,78.91,424,240,36-50,High School,Female,High,Hispanic,"(38.5568, -84.6124)",6,6,7,4,18,Income,Group B,2,4
2022,2020,GA,New York,Health Report,Prevention,Smoking,Percentage affected,%,Age-adjusted,10.33,37.17,,,43.9,87,4591,420,26-35,Some College,Female,Low,White,"(41.9527, -90.7513)",4,9,6,4,53,Income,Group C,1,4
2014,2014,GA,Washington,Health Report,Prevention,Smoking,Percentage affected,%,Crude,31.92,13.25,,Estimate,2.42,74.55,4607,5664,50+,High School,Female,Medium,White,"(41.2489, -68.3142)",6,3,9,9,63,Race,Group B,3,1
2021,2022,NY,North Carolina,Survey,Health Status,Smoking,Incidence rate,%,Age-adjusted,52.84,78.28,,Suppressed,27.32,86.12,828,9849,50+,Some College,Male,High,Asian,"(31.6836, -115.8887)",8,1,3,5,54,Income,Group B,2,2
2017,2018,CA,Washington,Survey,Health Status,Diabetes,Incidence rate,Rate per 100k,Crude,22.8,71.4,†,,29.21,78.91,3399,4941,18-25,Some College,Female,High,Hispanic,"(43.7954, -118.4556)",1,5,8,2,130,Age,Group C,2,4
2022,2013,WA,Florida,Health Report,Health Status,Obesity,Awareness level,%,Age-adjusted,27.66,15,,Suppressed,25.12,53.98,1679,4651,36-50,Some College,Male,Medium,Asian,"(28.9036, -114.1548)",8,6,9,9,157,Race,Group C,1,3
2017,2013,TX,New York,Survey,Prevention,Smoking,Incidence rate,Rate per 100k,Crude,7.37,86.16,,,12.33,58.69,2145,3950,18-25,Graduate,Male,Medium,Hispanic,"(42.6185, -88.6346)",9,9,9,9,121,Sex,Group A,1,3
2012,2017,CA,Washington,Survey,Prevention,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,42.35,85.66,,Estimate,36.23,58.34,97,2713,50+,Graduate,Female,Low,Asian,"(44.5277, -90.7419)",5,8,6,1,51,Age,Group B,3,4
2017,2014,NC,Florida,Health Report,Prevention,Obesity,Incidence rate,Rate per 100k,Crude,67.83,73.41,*,Suppressed,11.66,87.25,971,9596,36-50,Some College,Male,Medium,Asian,"(41.7694, -89.6707)",5,8,1,3,72,Sex,Group B,3,4
2019,2011,GA,Florida,Survey,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,98.34,50.38,,Suppressed,3.71,65.75,4492,489,18-25,High School,Male,Medium,White,"(35.1996, -86.8624)",5,2,9,2,18,Race,Group A,4,3
2016,2021,NY,New York,Health Report,Risk Factors,Alcohol Use,Awareness level,%,Crude,18.13,36.49,,Estimate,47.55,77.16,4561,6442,18-25,High School,Female,Medium,Other,"(35.5062, -99.3207)",9,3,4,9,31,Race,Group A,1,1
2020,2020,WA,North Carolina,Health Report,Health Status,Alcohol Use,Percentage affected,%,Age-adjusted,66.63,29,*,,47.98,72.94,554,3762,36-50,Graduate,Male,Low,Black,"(43.0023, -113.8832)",1,4,5,4,62,Age,Group A,3,2
2015,2011,FL,Texas,Survey,Health Status,Obesity,Awareness level,Rate per 100k,Crude,52.62,65.96,†,Suppressed,30.38,71.97,272,2603,18-25,Graduate,Male,High,Black,"(31.2470, -88.7346)",9,8,4,3,189,Sex,Group B,3,2
2021,2023,CA,Illinois,Survey,Prevention,Smoking,Awareness level,Rate per 100k,Crude,29.67,65.6,†,Estimate,41.9,61.19,4460,7374,18-25,Graduate,Female,High,Hispanic,"(48.7355, -88.5361)",9,2,6,7,2,Race,Group A,4,3
2024,2018,NC,Texas,Health Report,Prevention,Diabetes,Percentage affected,%,Crude,56.98,22.62,†,,24.4,62.15,1937,854,18-25,Some College,Male,High,White,"(48.8450, -91.0148)",4,1,3,6,75,Sex,Group B,1,2
2015,2024,TX,Washington,Health Report,Health Status,Diabetes,Incidence rate,%,Crude,95.34,15.92,,Estimate,16.7,99.45,2401,1107,18-25,Graduate,Female,Low,Black,"(38.5299, -123.8315)",2,6,7,6,133,Age,Group A,4,3
2022,2024,CA,New York,Survey,Prevention,Smoking,Awareness level,Rate per 100k,Age-adjusted,57.7,7.78,,,10.73,74.19,2909,5816,36-50,Some College,Female,Medium,White,"(29.1927, -96.4685)",3,1,4,5,142,Age,Group B,2,3
2017,2016,TX,Texas,Health Report,Health Status,Obesity,Incidence rate,Rate per 100k,Age-adjusted,73.01,51.73,,Suppressed,6.12,66.81,3352,3304,26-35,High School,Female,High,Other,"(32.0173, -118.9618)",2,5,1,4,30,Income,Group A,2,4
2019,2019,FL,Illinois,Census,Health Status,Diabetes,Incidence rate,%,Age-adjusted,15.74,76.03,†,,33.63,70.37,178,270,26-35,Some College,Female,Low,White,"(44.4668, -114.2993)",2,9,3,6,106,Race,Group B,3,1
2012,2017,NC,Texas,Census,Risk Factors,Alcohol Use,Percentage affected,%,Age-adjusted,24.08,62.28,*,Estimate,13.53,51.44,2898,4519,26-35,Some College,Female,Low,White,"(47.8958, -117.8533)",9,3,1,9,147,Sex,Group B,4,1
